month,day_of_month,day_of_week,op_unique_carrier,tail_num,dest,dep_delay,crs_elapsed_time,distance,crs_dep_m,dep_time_m,crs_arr_m,sch_dep,sch_arr,taxi_out,is_delayed,id
11,1,5,B6,N828JB,CHS,-1,124,636,324,323,448,9,17,14,0,1
11,1,5,B6,N992JB,LAX,-7,371,2475,340,333,531,9,17,15,0,2
11,1,5,B6,N959JB,FLL,40,181,1069,301,341,482,9,17,22,1,3
11,1,5,B6,N999JQ,MCO,-2,168,944,345,343,513,9,17,12,0,4
11,1,5,DL,N880DN,ATL,-4,139,760,360,356,499,9,17,13,0,5
11,1,5,AA,N983NN,ORD,-1,161,740,359,358,460,9,17,21,0,6
11,1,5,AA,N107NN,LAX,-1,373,2475,360,359,553,9,17,26,0,7
11,1,5,B6,N274JB,BUF,-5,80,301,365,360,445,17,21,11,0,8
11,1,5,B6,N663JB,LGB,0,368,2465,365,365,553,17,21,25,0,9
11,1,5,B6,N283JB,FLL,3,184,1069,370,373,554,17,21,29,0,10
11,1,5,B6,N962JT,LAS,-5,343,2248,381,376,544,17,21,26,0,11
11,1,5,AA,N901AN,DCA,-5,95,213,384,379,479,17,21,30,0,12
11,1,5,AA,N157UW,PHX,-4,336,2153,390,386,546,17,21,24,0,13
11,1,5,B6,N967JT,SFO,-3,388,2586,410,407,618,17,21,17,0,14
11,1,5,B6,N998JE,SJU,108,222,1598,301,409,523,17,21,16,1,15
11,1,5,DL,N703TW,SFO,-6,391,2586,420,414,631,17,21,16,0,16
11,1,5,DL,N192DN,SLC,-5,321,1990,419,414,620,17,21,25,0,17
11,1,5,DL,N362NB,BOS,-5,82,187,420,415,502,17,21,15,0,18
11,1,5,AA,N115NN,SFO,-3,386,2586,420,417,626,17,21,18,0,19
11,1,5,B6,N638JB,SAV,-2,143,718,419,417,562,17,21,14,0,20
11,1,5,B6,N292JB,SYR,-3,73,209,420,417,493,17,21,21,0,21
11,1,5,B6,N806JB,ATL,0,154,760,418,418,572,17,21,16,0,22
11,1,5,DL,N119DU,MSP,-2,187,1029,420,418,547,17,21,34,0,23
11,1,5,B6,N968JT,LAX,-7,379,2475,425,418,624,17,21,15,0,24
11,1,5,DL,N179DN,LAX,-1,365,2475,420,419,605,17,21,23,0,25
11,1,5,DL,N722TW,SEA,-2,373,2422,425,423,618,30,26,24,0,26
11,1,5,AA,N585UW,MIA,4,184,1089,420,424,604,30,26,24,0,27
11,1,5,AS,N526AS,SEA,-6,380,2422,430,424,630,30,26,19,0,28
11,1,5,AS,N557AS,PDX,-3,375,2454,445,442,640,30,26,20,0,29
11,1,5,B6,N584JB,TPA,-2,180,1005,447,445,627,30,26,13,0,30
11,1,5,B6,N273JB,BTV,6,75,266,455,461,530,30,26,11,0,31
11,1,5,B6,N324JB,ORD,-4,163,740,467,463,570,30,26,13,0,32
11,1,5,AA,N116AN,LAX,-6,376,2475,480,474,676,30,26,20,0,33
11,1,5,AA,N844NN,ORD,-3,166,740,479,476,585,30,26,19,0,34
11,1,5,DL,N774DE,IAH,-3,253,1417,480,477,673,30,26,23,0,35
11,1,5,DL,N920DU,DEN,-2,271,1626,480,478,631,30,26,20,0,36
11,1,5,B6,N661JB,RSW,29,193,1074,449,478,642,30,26,10,1,37
11,1,5,B6,N983JT,LAX,-1,376,2475,480,479,676,30,26,12,0,38
11,1,5,MQ,N853AE,ORF,-6,88,290,485,479,573,30,26,25,0,39
11,1,5,9E,N923XJ,JAX,-5,156,828,485,480,641,46,19,24,0,40
11,1,5,B6,N535JB,MCO,0,176,944,480,480,656,46,19,10,0,41
11,1,5,DL,N322US,MIA,-5,181,1089,485,480,666,46,19,36,0,42
11,1,5,DL,N328NB,MSY,-4,189,1182,485,481,614,46,19,11,0,43
11,1,5,AA,N181UW,CLT,-4,136,541,485,481,621,46,19,21,0,44
11,1,5,DL,N338DN,MCO,-3,170,944,485,482,655,46,19,15,0,45
11,1,5,9E,N933XJ,BNA,-2,159,765,485,483,584,46,19,24,0,46
11,1,5,9E,N349PQ,RDU,-2,111,427,485,483,596,46,19,12,0,47
11,1,5,DL,N712TW,SFO,-7,400,2586,490,483,710,46,19,28,0,48
11,1,5,B6,N789JB,FLL,4,187,1069,480,484,667,46,19,25,0,49
11,1,5,DL,N850DN,SJU,-1,234,1598,485,484,719,46,19,29,0,50
11,1,5,DL,N706TW,SAN,0,359,2446,485,485,664,46,19,25,0,51
11,1,5,DL,N900DU,SJC,-6,388,2569,495,489,703,46,19,26,0,52
11,1,5,DL,N930AT,TPA,7,173,1005,485,492,658,46,19,21,0,53
11,1,5,B6,N284JB,RDU,6,104,427,488,494,592,46,19,21,0,54
11,1,5,B6,N249JB,ROC,71,84,264,423,494,507,46,19,27,1,55
11,1,5,B6,N618JB,SLC,-7,321,1990,505,498,706,46,19,26,0,56
11,1,5,AA,N833NN,MIA,8,194,1089,490,498,684,46,19,25,0,57
11,1,5,DL,N353NB,FLL,14,174,1069,485,499,659,46,19,26,0,58
11,1,5,AA,N197AN,DFW,0,239,1391,509,509,688,46,19,16,0,59
11,1,5,B6,N943JT,SAN,1,376,2446,510,511,706,46,19,22,0,60
11,1,5,B6,N986JB,LAX,-4,379,2475,515,511,714,46,19,25,0,61
11,1,5,DL,N692DL,ATL,2,146,760,510,512,656,46,19,16,0,62
11,1,5,DL,N1603,LAX,-3,370,2475,515,512,705,46,19,16,0,63
11,1,5,B6,N258JB,BOS,88,73,187,427,515,500,46,19,22,1,64
11,1,5,B6,N589JB,BUF,37,84,301,480,517,564,46,19,15,1,65
11,1,5,B6,N945JT,SEA,-7,382,2422,525,518,727,46,19,15,0,66
11,1,5,DL,N954AT,CHS,-2,141,636,523,521,664,46,19,17,0,67
11,1,5,B6,N793JB,MSY,123,204,1182,400,523,544,46,19,13,1,68
11,1,5,9E,N331PQ,IAD,-5,84,228,540,535,624,46,19,18,0,69
11,1,5,9E,N313PQ,BUF,51,95,301,485,536,580,46,19,22,1,70
11,1,5,B6,N566JB,JAX,94,153,828,451,545,604,30,18,19,1,71
11,1,5,B6,N623JB,SJU,-5,232,1598,550,545,782,30,18,19,0,72
11,1,5,DL,N365NW,AUS,-8,240,1521,555,547,735,30,18,14,0,73
11,1,5,DL,N709TW,LAS,38,340,2248,510,548,670,30,18,23,1,74
11,1,5,9E,N912XJ,SAV,0,141,718,550,550,691,30,18,15,0,75
11,1,5,AA,N109NN,LAX,-4,374,2475,555,551,749,30,18,18,0,76
11,1,5,AS,N549AS,SJC,-6,390,2569,560,554,770,30,18,23,0,77
11,1,5,B6,N571JB,MCO,-5,176,944,560,555,736,30,18,17,0,78
11,1,5,9E,N913XJ,DTW,-7,127,509,562,555,689,30,18,18,0,79
11,1,5,B6,N587JB,AUS,54,254,1521,502,556,696,30,18,10,1,80
11,1,5,B6,N969JT,SFO,-3,397,2586,562,559,779,30,18,15,0,81
11,1,5,9E,N8928A,PWM,-10,73,273,575,565,648,30,18,22,0,82
11,1,5,B6,N516JB,SRQ,0,184,1041,568,568,752,30,18,14,0,83
11,1,5,AS,N285AK,SFO,-1,395,2586,570,569,785,30,18,35,0,84
11,1,5,9E,N8918B,ORF,-5,82,290,575,570,657,30,18,19,0,85
11,1,5,AS,N929VA,SEA,2,380,2422,570,572,770,30,18,28,0,86
11,1,5,DL,N727TW,SFO,-6,387,2586,580,574,787,30,18,22,0,87
11,1,5,YX,N209JQ,CMH,-3,112,483,580,577,692,30,18,11,0,88
11,1,5,9E,N678CA,ORD,0,166,740,580,580,686,30,18,25,0,89
11,1,5,9E,N695CA,ROC,-1,83,264,585,584,668,30,18,18,0,90
11,1,5,B6,N2002J,FLL,1,188,1069,590,591,778,30,18,18,0,91
11,1,5,B6,N274JB,BUF,-5,85,301,599,594,684,30,18,18,0,92
11,1,5,HA,N360HA,HNL,0,660,4983,600,600,900,16,19,15,0,93
11,1,5,B6,N794JB,PBI,-3,180,1028,605,602,785,16,19,15,0,94
11,1,5,B6,N964JT,LAX,-4,376,2475,608,604,804,16,19,14,0,95
11,1,5,DL,N175DN,LAX,21,360,2475,595,616,775,16,19,15,1,96
11,1,5,DL,N876DN,LAS,-5,343,2248,625,620,788,16,19,17,0,97
11,1,5,9E,N927EV,BWI,106,86,184,520,626,606,16,19,19,1,98
11,1,5,MQ,N846AE,CLE,-3,108,425,629,626,737,16,19,20,0,99
11,1,5,9E,N295PQ,BOS,-3,82,187,630,627,712,16,19,16,0,100
11,1,5,B6,N989JT,SFO,-7,393,2586,659,652,872,16,19,9,0,101
11,1,5,AA,N117AN,SFO,-6,382,2586,660,654,862,16,19,21,0,102
11,1,5,AA,N953NN,AUS,-4,238,1521,659,655,837,16,19,16,0,103
11,1,5,AA,N108NN,LAX,-3,368,2475,660,657,848,16,19,22,0,104
11,1,5,B6,N590JB,MCO,-4,175,944,665,661,840,29,17,16,0,105
11,1,5,DL,N939AT,MSP,-4,187,1029,668,664,795,29,17,16,0,106
11,1,5,AA,N847NN,MIA,3,183,1089,665,668,848,29,17,17,0,107
11,1,5,DL,N825DN,SLC,1,311,1990,671,672,862,29,17,22,0,108
11,1,5,B6,N520JB,BUR,37,376,2465,637,674,833,29,17,16,1,109
11,1,5,B6,N292JB,BOS,-2,70,187,677,675,747,29,17,17,0,110
11,1,5,DL,N721TW,SFO,0,391,2586,685,685,896,29,17,17,0,111
11,1,5,AS,N413AS,SFO,-4,395,2586,690,686,905,29,17,20,0,112
11,1,5,AS,N553AS,LAX,0,380,2475,690,690,890,29,17,22,0,113
11,1,5,DL,N717JL,CLT,-1,135,541,705,704,840,29,17,12,0,114
11,1,5,DL,N928DU,SEA,9,382,2422,696,705,898,29,17,19,0,115
11,1,5,9E,N138EV,DCA,197,84,213,515,712,599,29,17,25,1,116
11,1,5,B6,N991JT,LAX,-6,373,2475,720,714,913,29,17,13,0,117
11,1,5,DL,N183DN,LAX,11,361,2475,705,716,886,29,17,14,0,118
11,1,5,DL,N819DX,ATL,-1,146,760,719,718,865,29,17,18,0,119
11,1,5,DL,N893DN,SJU,0,233,1598,719,719,952,29,17,22,0,120
11,1,5,9E,N832AY,SYR,60,71,209,660,720,731,20,24,22,1,121
11,1,5,9E,N604LR,CLE,-5,108,425,740,735,848,20,24,15,0,122
11,1,5,9E,N8694A,BTV,0,79,266,735,735,814,20,24,23,0,123
11,1,5,B6,N972JT,FLL,48,188,1069,690,738,878,20,24,23,1,124
11,1,5,AA,N101NN,LAX,-9,369,2475,750,741,939,20,24,13,0,125
11,1,5,AA,N385AM,MIA,-3,185,1089,749,746,934,20,24,16,0,126
11,1,5,YX,N206JQ,BOS,0,79,187,750,750,829,20,24,19,0,127
11,1,5,AA,N604AW,CLT,17,120,541,738,755,858,20,24,21,1,128
11,1,5,B6,N589JB,ROC,37,77,264,725,762,802,20,24,15,1,129
11,1,5,DL,N933AT,DTW,-7,125,509,774,767,899,20,24,17,0,130
11,1,5,9E,N918XJ,ORD,-7,165,740,776,769,881,20,24,14,0,131
11,1,5,9E,N331PQ,RDU,-5,106,427,783,778,889,20,24,12,0,132
11,1,5,B6,N284JB,BOS,0,69,187,780,780,849,22,32,15,0,133
11,1,5,B6,N629JB,IAH,-1,250,1417,786,785,976,22,32,13,0,134
11,1,5,AS,N280AK,LAX,-1,380,2475,805,804,1005,22,32,13,0,135
11,1,5,AA,N908NN,CLT,-5,126,541,811,806,937,22,32,16,0,136
11,1,5,OO,N283SY,BUF,0,87,301,810,810,897,22,32,14,0,137
11,1,5,9E,N691CA,IAD,0,79,228,815,815,894,22,32,18,0,138
11,1,5,AA,N944NN,PHX,8,333,2153,810,818,963,22,32,13,0,139
11,1,5,DL,N991AT,CHS,-5,128,636,825,820,953,22,32,26,0,140
11,1,5,DL,N374NW,ATL,-5,145,760,825,820,970,22,32,22,0,141
11,1,5,B6,N806JB,FLL,-6,187,1069,826,820,1013,22,32,21,0,142
11,1,5,B6,N273JB,PBI,137,181,1028,689,826,870,22,32,37,1,143
11,1,5,MQ,N661JA,BNA,-7,158,765,840,833,938,22,32,23,0,144
11,1,5,B6,N554JB,TPA,-3,179,1005,856,853,1035,25,36,19,0,145
11,1,5,AA,N106NN,LAX,-7,373,2475,870,863,1063,25,36,18,0,146
11,1,5,B6,N934JB,LAX,-2,375,2475,869,867,1064,25,36,11,0,147
11,1,5,B6,N658JB,PBI,4,180,1028,869,873,1049,25,36,11,0,148
11,1,5,B6,N584JB,JAX,-10,152,828,884,874,1036,25,36,13,0,149
11,1,5,AA,N913NN,DFW,-3,243,1391,883,880,1066,25,36,14,0,150
11,1,5,MQ,N807AE,PIT,-11,105,340,894,883,999,25,36,23,0,151
11,1,5,9E,N8688C,RIC,-6,95,288,890,884,985,25,36,39,0,152
11,1,5,B6,N559JB,CHS,31,131,636,856,887,987,25,36,11,1,153
11,1,5,9E,N292PQ,PIT,-5,116,340,895,890,1011,25,36,17,0,154
11,1,5,9E,N600LR,SAV,-3,141,718,895,892,1036,25,36,19,0,155
11,1,5,DL,N107DU,IAH,-3,250,1417,895,892,1085,25,36,14,0,156
11,1,5,DL,N906DN,LAS,0,344,2248,895,895,1059,25,36,22,0,157
11,1,5,OO,N262SY,DCA,-3,95,213,900,897,995,25,36,16,0,158
11,1,5,DL,N364NW,MIA,-3,196,1089,910,907,1106,25,32,17,0,159
11,1,5,B6,N566JB,SJU,72,229,1598,839,911,1068,25,32,18,1,160
11,1,5,B6,N324JB,SAV,24,141,718,888,912,1029,25,32,15,1,161
11,1,5,MQ,N849AE,IND,-12,148,665,924,912,1072,25,32,13,0,162
11,1,5,YX,N132HQ,CMH,-10,117,483,929,919,1046,25,32,19,0,163
11,1,5,MQ,N837AE,ORF,-8,92,290,930,922,1022,25,32,23,0,164
11,1,5,B6,N985JT,SFO,-7,404,2586,930,923,1154,25,32,16,0,165
11,1,5,AA,N757AN,MIA,-3,193,1089,930,927,1123,25,32,23,0,166
11,1,5,B6,N706JB,MSY,32,211,1182,900,932,1051,25,32,13,1,167
11,1,5,DL,N353DN,MCO,-3,184,944,935,932,1119,25,32,21,0,168
11,1,5,B6,N292JB,BOS,-3,75,187,936,933,1011,25,32,28,0,169
11,1,5,B6,N661JB,ATL,49,156,760,885,934,1041,25,32,13,1,170
11,1,5,9E,N146PQ,IND,-7,153,665,945,938,1098,25,32,18,0,171
11,1,5,DL,N394DL,LAX,10,375,2475,930,940,1125,25,32,26,0,172
11,1,5,DL,N336NW,FLL,3,192,1069,940,943,1132,25,32,26,0,173
11,1,5,DL,N930AT,TPA,-4,183,1005,950,946,1133,25,32,19,0,174
11,1,5,DL,N846DN,ATL,8,160,760,939,947,1099,25,32,13,0,175
11,1,5,B6,N190JB,BUF,61,84,301,889,950,973,25,32,21,1,176
11,1,5,DL,N702TW,SLC,-7,324,1990,959,952,1163,25,32,22,0,177
11,1,5,AA,N979NN,ORD,-2,177,740,960,958,1077,25,32,17,0,178
11,1,5,OO,N264SY,ORD,0,173,740,959,959,1072,25,32,37,0,179
11,1,5,DL,N328NB,MSY,0,202,1182,960,960,1102,24,34,10,0,180
11,1,5,AA,N932NN,LAS,6,354,2248,959,965,1133,24,34,14,0,181
11,1,5,B6,N998JE,SJU,44,233,1598,929,973,1162,24,34,13,1,182
11,1,5,B6,N944JT,LAX,14,381,2475,960,974,1161,24,34,19,0,183
11,1,5,AA,N112AN,SFO,-2,400,2586,980,978,1200,24,34,20,0,184
11,1,5,MQ,N817AE,CVG,-13,136,589,995,982,1131,24,34,17,0,185
11,1,5,B6,N965JT,MCO,4,176,944,978,982,1154,24,34,12,0,186
11,1,5,B6,N228JB,ORD,24,173,740,959,983,1072,24,34,19,1,187
11,1,5,B6,N987JT,SAN,-6,365,2446,990,984,1175,24,34,16,0,188
11,1,5,MQ,N853AE,RDU,1,111,427,986,987,1097,24,34,23,0,189
11,1,5,B6,N715JB,FLL,-2,187,1069,990,988,1177,24,34,16,0,190
11,1,5,MQ,N615AE,BWI,36,75,184,959,995,1034,24,34,13,1,191
11,1,5,9E,N298PQ,BUF,-4,104,301,1000,996,1104,24,34,16,0,192
11,1,5,AA,N812NN,PHX,15,340,2153,985,1000,1145,24,34,17,0,193
11,1,5,DL,N713TW,SFO,46,402,2586,956,1002,1178,24,34,17,1,194
11,1,5,B6,N589JB,BTV,278,72,266,730,1008,802,24,34,14,1,195
11,1,5,B6,N516JB,RSW,-9,192,1074,1019,1010,1211,24,34,13,0,196
11,1,5,B6,N568JB,BUR,20,377,2465,990,1010,1187,24,34,16,1,197
11,1,5,AS,N215AK,LAX,-4,390,2475,1015,1011,1225,24,34,18,0,198
11,1,5,AS,N419AS,SFO,-7,405,2586,1020,1013,1245,24,34,24,0,199
11,1,5,AA,N113AN,LAX,-4,385,2475,1020,1016,1225,24,34,15,0,200
11,1,5,DL,N696DL,ATL,-1,154,760,1019,1018,1173,24,34,10,0,201
11,1,5,9E,N295PQ,BOS,6,99,187,1015,1021,1114,26,30,17,0,202
11,1,5,B6,N187JB,BOS,3,71,187,1020,1023,1091,26,30,19,0,203
11,1,5,AA,N943AN,CLT,19,131,541,1010,1029,1141,26,30,14,1,204
11,1,5,9E,N912XJ,DTW,-5,135,509,1045,1040,1180,26,30,19,0,205
11,1,5,B6,N274JB,RDU,17,105,427,1026,1043,1131,26,30,12,1,206
11,1,5,B6,N535JB,LGB,-7,372,2465,1055,1048,1247,26,30,15,0,207
11,1,5,B6,N976JT,LAX,26,374,2475,1040,1066,1234,26,30,19,1,208
11,1,5,9E,N147PQ,RDU,-2,121,427,1070,1068,1191,26,30,14,0,209
11,1,5,B6,N948JB,SMF,17,379,2521,1052,1069,1251,26,30,18,1,210
11,1,5,B6,N993JE,SEA,-8,382,2422,1077,1069,1279,26,30,15,0,211
11,1,5,DL,N861DN,PHX,-7,334,2153,1079,1072,1233,26,30,18,0,212
11,1,5,AA,N110AN,SFO,10,400,2586,1065,1075,1285,26,30,17,0,213
11,1,5,DL,N850DN,PDX,-2,386,2454,1080,1078,1286,26,30,21,0,214
11,1,5,B6,N794JB,SJC,3,392,2569,1080,1083,1292,34,35,21,0,215
11,1,5,B6,N587JB,ONT,4,370,2429,1080,1084,1270,34,35,18,0,216
11,1,5,OO,N283SY,BNA,-4,160,765,1095,1091,1195,34,35,7,0,217
11,1,5,DL,N119DU,DFW,-4,247,1391,1100,1096,1287,34,35,13,0,218
11,1,5,DL,N332NW,SAT,-6,248,1587,1105,1099,1293,34,35,12,0,219
11,1,5,B6,N524JB,PSP,-4,362,2378,1110,1106,1292,34,35,22,0,220
11,1,5,AA,N830NN,SAT,-3,260,1587,1109,1106,1309,34,35,15,0,221
11,1,5,DL,N824DN,SEA,-2,390,2422,1109,1107,1319,34,35,26,0,222
11,1,5,B6,N970JB,TPA,89,183,1005,1020,1109,1203,34,35,16,1,223
11,1,5,B6,N279JB,BUF,-4,90,301,1115,1111,1205,34,35,21,0,224
11,1,5,AS,N927VA,SEA,-5,385,2422,1120,1115,1325,34,35,28,0,225
11,1,5,DL,N176DN,LAX,-4,370,2475,1120,1116,1310,34,35,19,0,226
11,1,5,DL,N365NW,AUS,-2,251,1521,1125,1123,1316,34,35,10,0,227
11,1,5,DL,N851DN,ATL,3,154,760,1125,1128,1279,34,35,19,0,228
11,1,5,9E,N695CA,CVG,-5,144,589,1135,1130,1279,34,35,21,0,229
11,1,5,B6,N746JB,OAK,-1,392,2576,1139,1138,1351,34,35,22,0,230
11,1,5,AA,N194UW,CLT,10,137,541,1139,1149,1276,40,24,15,0,231
11,1,5,B6,N995JL,MCO,81,176,944,1069,1150,1245,40,24,18,1,232
11,1,5,DL,N338DN,MCO,-8,186,944,1165,1157,1351,40,24,13,0,233
11,1,5,MQ,N837AE,ORF,-9,92,290,1169,1160,1261,40,24,36,0,234
11,1,5,AA,N111ZM,LAX,52,387,2475,1109,1161,1316,40,24,34,1,235
11,1,5,B6,N2002J,FLL,33,188,1069,1130,1163,1318,40,24,23,1,236
11,1,5,DL,N932AT,TPA,-5,186,1005,1168,1163,1354,40,24,15,0,237
11,1,5,DL,N172DN,LAX,-2,390,2475,1165,1163,1375,40,24,21,0,238
11,1,5,DL,N6700,SAN,-4,372,2446,1168,1164,1360,40,24,19,0,239
11,1,5,DL,N362NW,MIA,-1,192,1089,1165,1164,1357,40,24,17,0,240
11,1,5,9E,N691CA,CLE,-4,137,425,1170,1166,1307,40,24,31,0,241
11,1,5,DL,N344NB,MSP,0,202,1029,1169,1169,1311,40,24,31,0,242
11,1,5,B6,N942JB,SFO,-9,409,2586,1180,1171,1409,40,24,31,0,243
11,1,5,B6,N973JT,LAS,-3,353,2248,1176,1173,1349,40,24,37,0,244
11,1,5,B6,N623JB,SLC,-6,327,1990,1182,1176,1389,40,24,38,0,245
11,1,5,DL,N991AT,CLT,-6,156,541,1185,1179,1341,40,24,14,0,246
11,1,5,DL,N914DU,DEN,-4,278,1626,1185,1181,1343,40,24,40,0,247
11,1,5,9E,N918XJ,JAX,-2,174,828,1188,1186,1362,40,24,32,0,248
11,1,5,MQ,N833AE,BNA,-11,164,765,1199,1188,1303,40,24,19,0,249
11,1,5,B6,N618JB,ABQ,-9,307,1826,1200,1191,1387,40,24,23,0,250
11,1,5,DL,N718TW,SFO,-7,403,2586,1205,1198,1428,40,24,30,0,251
11,1,5,OO,N262SY,ORD,0,184,740,1199,1199,1323,40,24,41,0,252
11,1,5,9E,N925XJ,BOS,0,104,187,1199,1199,1303,40,24,39,0,253
11,1,5,AS,N556AS,LAX,-5,390,2475,1205,1200,1415,25,35,37,0,254
11,1,5,DL,N883DN,SJU,-6,240,1598,1215,1209,15,25,35,34,0,255
11,1,5,AA,N107NN,LAX,9,388,2475,1200,1209,1408,25,35,32,0,256
11,1,5,YX,N201JQ,CMH,-5,124,483,1225,1220,1349,25,35,10,0,257
11,1,5,AA,N102NN,LAX,1,385,2475,1230,1231,1435,25,35,19,0,258
11,1,5,B6,N375JB,JAX,6,157,828,1230,1236,1387,25,35,19,0,259
11,1,5,9E,N901XJ,RDU,-1,121,427,1240,1239,1361,25,35,13,0,260
11,1,5,B6,N273JB,SYR,101,76,209,1139,1240,1215,25,35,18,1,261
11,1,5,B6,N958JB,PBI,-2,183,1028,1243,1241,1426,25,35,22,0,262
11,1,5,AA,N819NN,MIA,156,197,1089,1095,1251,1292,25,35,16,1,263
11,1,5,9E,N604LR,PIT,-7,114,340,1260,1253,1374,25,35,16,0,264
11,1,5,B6,N972JT,DEN,39,275,1626,1214,1253,1369,25,35,17,1,265
11,1,5,B6,N821JB,PSE,-3,239,1617,1260,1257,59,25,35,17,0,266
11,1,5,B6,N827JB,PHX,34,343,2153,1226,1260,1389,34,27,18,1,267
11,1,5,DL,N954AT,DCA,0,89,213,1260,1260,1349,34,27,20,0,268
11,1,5,DL,N847DN,LAS,6,351,2248,1255,1261,1426,34,27,18,0,269
11,1,5,B6,N505JB,PDX,0,381,2454,1268,1268,29,34,27,19,0,270
11,1,5,AA,N115NN,SFO,-6,399,2586,1275,1269,54,34,27,20,0,271
11,1,5,DL,N710TW,ATL,-5,158,760,1275,1270,1433,34,27,12,0,272
11,1,5,AA,N171US,PHX,-4,337,2153,1282,1278,1439,34,27,12,0,273
11,1,5,MQ,N853AE,RDU,-9,111,427,1290,1281,1401,34,27,27,0,274
11,1,5,B6,N981JT,LAX,2,376,2475,1280,1282,36,34,27,16,0,275
11,1,5,AA,N833NN,AUS,-7,252,1521,1290,1283,42,34,27,13,0,276
11,1,5,9E,N331PQ,SYR,-5,90,209,1289,1284,1379,34,27,19,0,277
11,1,5,9E,N8688C,IAD,-4,94,228,1289,1285,1383,34,27,13,0,278
11,1,5,B6,N967JT,LAS,-4,347,2248,1290,1286,17,34,27,18,0,279
11,1,5,9E,N8928A,BWI,-1,88,184,1289,1288,1377,34,27,31,0,280
11,1,5,9E,N932XJ,BUF,-1,111,301,1289,1288,1400,34,27,17,0,281
11,1,5,B6,N828JB,AUS,-5,252,1521,1295,1290,47,34,27,16,0,282
11,1,5,B6,N984JB,LAX,115,387,2475,1180,1295,1387,34,27,14,1,283
11,1,5,9E,N600LR,ROC,-2,94,264,1300,1298,1394,34,27,16,0,284
11,1,5,B6,N584JB,TPA,-6,179,1005,1305,1299,44,34,27,14,0,285
11,1,5,9E,N8918B,ORF,10,99,290,1289,1299,1388,34,27,17,0,286
11,1,5,B6,N968JT,SFO,-7,390,2586,1309,1302,79,34,27,20,0,287
11,1,5,B6,N952JB,RSW,-3,191,1074,1310,1307,61,34,27,16,0,288
11,1,5,AA,N103NN,LAX,19,385,2475,1290,1309,55,34,27,20,1,289
11,1,5,9E,N936XJ,PWM,-4,87,273,1325,1321,1412,21,30,28,0,290
11,1,5,9E,N349PQ,BTV,-6,93,266,1335,1329,1428,21,30,19,0,291
11,1,5,B6,N644JB,MCO,24,168,944,1323,1347,51,21,30,15,1,292
11,1,5,B6,N279JB,BUF,-10,83,301,1375,1365,18,21,30,15,0,293
11,1,5,B6,N945JT,LAX,7,374,2475,1360,1367,114,21,30,15,0,294
11,1,5,B6,N187JB,BTV,-4,74,266,1375,1371,9,21,30,22,0,295
11,1,5,AA,N109NN,BOS,-8,82,187,1380,1372,22,21,30,16,0,296
11,1,5,B6,N228JB,ROC,-6,78,264,1380,1374,18,21,30,13,0,297
11,1,5,B6,N247JB,BOS,27,68,187,1375,1402,3,25,24,16,1,298
11,1,5,B6,N274JB,ORH,54,59,150,1370,1424,1429,25,24,12,1,299
11,1,5,B6,N965JT,SJU,25,228,1598,1400,1425,188,25,24,18,1,300
11,1,5,B6,N996JL,BQN,-2,223,1576,1439,1437,222,25,24,17,0,301
11,2,6,B6,N998JE,FLL,-7,181,1069,301,294,482,1,6,16,0,302
11,2,6,B6,N957JB,SJU,9,222,1598,301,310,523,8,16,15,0,303
11,2,6,B6,N554JB,CHS,-7,124,636,324,317,448,8,16,14,0,304
11,2,6,B6,N970JB,MCO,-7,168,944,345,338,513,8,16,19,0,305
11,2,6,DL,N877DN,ATL,-4,136,760,360,356,496,8,16,18,0,306
11,2,6,AA,N101NN,LAX,0,373,2475,360,360,553,15,17,15,0,307
11,2,6,AA,N960AN,CLT,-5,124,541,390,385,514,15,17,15,0,308
11,2,6,AA,N973UY,PHX,-4,336,2153,390,386,546,15,17,20,0,309
11,2,6,AA,N932NN,DFW,-6,232,1391,405,399,577,15,17,20,0,310
11,2,6,B6,N659JB,MSY,0,204,1182,400,400,544,15,17,16,0,311
11,2,6,B6,N638JB,SAV,-10,143,718,419,409,562,15,17,22,0,312
11,2,6,DL,N362NB,BOS,-11,80,187,420,409,500,15,17,19,0,313
11,2,6,B6,N566JB,ATL,-7,154,760,418,411,572,15,17,15,0,314
11,2,6,AA,N106NN,SFO,-9,386,2586,420,411,626,15,17,21,0,315
11,2,6,B6,N273JB,SYR,-8,73,209,420,412,493,15,17,16,0,316
11,2,6,DL,N185DN,LAX,-2,365,2475,420,418,605,15,17,16,0,317
11,2,6,DL,N177DZ,SLC,-1,319,1990,419,418,618,15,17,23,0,318
11,2,6,DL,N707TW,SEA,-6,370,2422,425,419,615,15,17,20,0,319
11,2,6,B6,N279JB,ROC,-2,84,264,423,421,507,27,21,28,0,320
11,2,6,AS,N423AS,SEA,-7,380,2422,430,423,630,27,21,24,0,321
11,2,6,B6,N298JB,BOS,-3,73,187,427,424,500,27,21,19,0,322
11,2,6,B6,N980JT,LAX,-1,379,2475,425,424,624,27,21,26,0,323
11,2,6,DL,N930AT,MSP,6,189,1029,419,425,548,27,21,29,0,324
11,2,6,B6,N324JB,BUF,60,80,301,365,425,445,27,21,19,1,325
11,2,6,B6,N520JB,RSW,-12,193,1074,449,437,642,27,21,20,0,326
11,2,6,AS,N247AK,PDX,-6,375,2454,445,439,640,27,21,22,0,327
11,2,6,B6,N661JB,TPA,-3,180,1005,447,444,627,27,21,18,0,328
